Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
O Hobbit,J. R. R. Tolkien,Fantasia,1940,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 14,2.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1946,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 69",2.2
Dom Quixote,Miguel de Cervantes,Clássico,2019,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 319,2.4
O Lobo da Estepe,Hermann Hesse,Psicológico,2019,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 307,3.2
Dom Quixote,Miguel de Cervantes,Clássico,1926,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 969,3.4
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1985,A jornada de Frodo para destruir o anel poderoso. Variado 793,4.8
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2001,A jornada de Frodo para destruir o anel poderoso. Variado 508,1.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2014,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 300,3.7
O Rei Leão,Roger Allers,Infantil,1948,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 69",4.0
O Alquimista,Paulo Coelho,Filosofia,1938,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 621,4.2
O Rei Leão,Roger Allers,Infantil,1956,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 251",4.3
O Alquimista,Paulo Coelho,Filosofia,2019,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 282,1.3
Dom Quixote,Miguel de Cervantes,Clássico,2021,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 884,4.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2014,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 881",2.7
A Revolução dos Bichos,George Orwell,Fábula,1943,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 161,3.3
Dom Quixote,Miguel de Cervantes,Clássico,1973,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 211,2.3
O Senhor das Moscas,William Golding,Aventura,1945,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 327,4.9
O Milagre da Manhã,Hal Elrod,Autoajuda,1984,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 567,3.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1986,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 490,1.3
O Milagre da Manhã,Hal Elrod,Autoajuda,1941,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 302,3.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1929,A jornada de Frodo para destruir o anel poderoso. Variado 965,2.5
O Código Da Vinci,Dan Brown,Mistério,1989,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 504,3.3
A Menina que Roubava Livros,Markus Zusak,Histórico,1983,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 555,2.9
O Rei Leão,Roger Allers,Infantil,1944,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 983",2.4
A Culpa é das Estrelas,John Green,Romance,1940,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 45",3.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1982,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 344,1.2
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1966,Uma história filosófica sobre um menino e suas aventuras. Variado 379,4.7
O Hobbit,J. R. R. Tolkien,Fantasia,2020,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 505,1.3
A Menina que Roubava Livros,Markus Zusak,Histórico,1949,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 556,3.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2006,A jornada de Frodo para destruir o anel poderoso. Variado 918,2.0
O Milagre da Manhã,Hal Elrod,Autoajuda,2019,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 971,3.2
O Alquimista,Paulo Coelho,Filosofia,1913,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 323,3.0
Dom Quixote,Miguel de Cervantes,Clássico,1991,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 706,3.5
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2001,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 881",1.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1959,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 854,3.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2003,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 818,2.4
A Menina que Roubava Livros,Markus Zusak,Histórico,1992,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 221,2.9
O Hobbit,J. R. R. Tolkien,Fantasia,2006,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 135,2.3
O Hobbit,J. R. R. Tolkien,Fantasia,1914,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 582,3.5
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1952,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 846",2.9
O Alquimista,Paulo Coelho,Filosofia,1950,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 687,2.2
Dom Quixote,Miguel de Cervantes,Clássico,2008,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 37,4.9
O Senhor das Moscas,William Golding,Aventura,1956,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 261,3.0
A Menina que Roubava Livros,Markus Zusak,Histórico,1999,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 951,3.2
A Arte da Guerra,Sun Tzu,Filosofia,2017,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 111",3.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2009,A jornada de Frodo para destruir o anel poderoso. Variado 482,1.8
O Rei Leão,Roger Allers,Infantil,2021,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 991",1.2
O Senhor das Moscas,William Golding,Aventura,1927,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 966,3.8
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2000,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 267",1.7
1984,George Orwell,Distopia,2012,Um regime totalitário vigia tudo e todos. Variado 738,3.0
Dom Quixote,Miguel de Cervantes,Clássico,2024,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 4,2.3
O Lobo da Estepe,Hermann Hesse,Psicológico,1948,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 753,2.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1970,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 408,1.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1912,A jornada de Frodo para destruir o anel poderoso. Variado 874,2.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1982,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 375,2.3
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1905,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 153",2.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1947,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 226,1.5
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1931,A jornada de Frodo para destruir o anel poderoso. Variado 989,4.1
O Hobbit,J. R. R. Tolkien,Fantasia,1907,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 972,3.5
A Revolução dos Bichos,George Orwell,Fábula,1942,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 712,3.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1906,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 785,2.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2014,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 277,4.8
O Senhor das Moscas,William Golding,Aventura,2024,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 842,3.5
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2023,A jornada de Frodo para destruir o anel poderoso. Variado 514,2.7
O Rei Leão,Roger Allers,Infantil,2023,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 850",4.9
1984,George Orwell,Distopia,1913,Um regime totalitário vigia tudo e todos. Variado 834,3.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1945,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 890,1.5
O Lobo da Estepe,Hermann Hesse,Psicológico,1990,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 719,1.6
A Guerra dos Tronos,George R. R. Martin,Fantasia,1958,"Em um reino medieval, várias famílias brigam pelo poder. Variado 831",2.7
A Revolução dos Bichos,George Orwell,Fábula,1970,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 165,1.8
Dom Quixote,Miguel de Cervantes,Clássico,1969,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 313,3.5
O Lobo da Estepe,Hermann Hesse,Psicológico,1989,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 192,1.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1904,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 65,3.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1900,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 356",2.4
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2003,A jornada de Frodo para destruir o anel poderoso. Variado 524,3.6
A Revolução dos Bichos,George Orwell,Fábula,1907,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 348,3.9
Dom Quixote,Miguel de Cervantes,Clássico,1901,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 286,1.5
O Código Da Vinci,Dan Brown,Mistério,1917,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 329,3.3
O Milagre da Manhã,Hal Elrod,Autoajuda,2024,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 459,2.9
A Arte da Guerra,Sun Tzu,Filosofia,1931,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 323",4.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1973,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 606",4.2
O Código Da Vinci,Dan Brown,Mistério,1953,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 892,2.8
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1951,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 949",1.7
A Revolução dos Bichos,George Orwell,Fábula,1937,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 935,1.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1960,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 293",1.1
O Senhor das Moscas,William Golding,Aventura,2022,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 577,4.9
1984,George Orwell,Distopia,1958,Um regime totalitário vigia tudo e todos. Variado 585,3.0
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1985,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 324",4.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2020,A jornada de Frodo para destruir o anel poderoso. Variado 187,3.2
A Revolução dos Bichos,George Orwell,Fábula,1934,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 296,2.3
O Milagre da Manhã,Hal Elrod,Autoajuda,2003,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 692,1.7
O Alquimista,Paulo Coelho,Filosofia,1961,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 762,4.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1982,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 747",3.1
O Lobo da Estepe,Hermann Hesse,Psicológico,2009,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 664,4.2
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1918,Uma história filosófica sobre um menino e suas aventuras. Variado 777,2.5
A Culpa é das Estrelas,John Green,Romance,1936,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 395",4.6
A Arte da Guerra,Sun Tzu,Filosofia,1955,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 179",2.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1969,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 691",1.3
A Culpa é das Estrelas,John Green,Romance,1939,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 181",2.8
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1912,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 692",1.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1965,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 340",3.0
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1930,Uma história filosófica sobre um menino e suas aventuras. Variado 842,2.6
O Hobbit,J. R. R. Tolkien,Fantasia,1983,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 64,4.9
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1987,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 276",4.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1980,A jornada de Frodo para destruir o anel poderoso. Variado 931,3.3
O Hobbit,J. R. R. Tolkien,Fantasia,1910,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 252,3.9
A Arte da Guerra,Sun Tzu,Filosofia,1949,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 828",3.0
O Alquimista,Paulo Coelho,Filosofia,1909,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 322,4.4
A Arte da Guerra,Sun Tzu,Filosofia,2019,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 348",4.6
A Menina que Roubava Livros,Markus Zusak,Histórico,1991,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 386,2.8
O Rei Leão,Roger Allers,Infantil,1940,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 394",2.1
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1997,Uma história filosófica sobre um menino e suas aventuras. Variado 751,2.2
O Rei Leão,Roger Allers,Infantil,1989,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 198",1.5
A Arte da Guerra,Sun Tzu,Filosofia,2005,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 246",5.0
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2011,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 506",3.9
O Rei Leão,Roger Allers,Infantil,1937,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 933",1.6
A Revolução dos Bichos,George Orwell,Fábula,1970,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 522,2.0
O Lobo da Estepe,Hermann Hesse,Psicológico,1960,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 238,4.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2001,Uma história filosófica sobre um menino e suas aventuras. Variado 22,3.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1908,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 345,3.3
A Arte da Guerra,Sun Tzu,Filosofia,2005,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 231",2.8
O Hobbit,J. R. R. Tolkien,Fantasia,1919,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 983,4.9
Dom Quixote,Miguel de Cervantes,Clássico,2009,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 936,1.5
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1908,A jornada de Frodo para destruir o anel poderoso. Variado 272,4.3
O Código Da Vinci,Dan Brown,Mistério,2007,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 957,2.9
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1996,Uma história filosófica sobre um menino e suas aventuras. Variado 382,3.6
A Culpa é das Estrelas,John Green,Romance,2007,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 931",4.0
O Hobbit,J. R. R. Tolkien,Fantasia,1924,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 441,1.5
1984,George Orwell,Distopia,1970,Um regime totalitário vigia tudo e todos. Variado 273,3.0
A Menina que Roubava Livros,Markus Zusak,Histórico,1934,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 3,2.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2017,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 986",2.1
A Guerra dos Tronos,George R. R. Martin,Fantasia,2018,"Em um reino medieval, várias famílias brigam pelo poder. Variado 797",3.2
O Lobo da Estepe,Hermann Hesse,Psicológico,1951,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 150,2.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1981,A jornada de Frodo para destruir o anel poderoso. Variado 867,2.3
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1969,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 214,3.5
Dom Quixote,Miguel de Cervantes,Clássico,1912,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 205,2.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1957,Uma história filosófica sobre um menino e suas aventuras. Variado 425,4.8
O Senhor das Moscas,William Golding,Aventura,1941,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 926,2.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1914,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 483,1.9
O Hobbit,J. R. R. Tolkien,Fantasia,1959,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 516,2.3
O Código Da Vinci,Dan Brown,Mistério,2011,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 501,4.2
A Revolução dos Bichos,George Orwell,Fábula,2021,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 635,4.7
O Hobbit,J. R. R. Tolkien,Fantasia,1981,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 541,2.5
O Rei Leão,Roger Allers,Infantil,1904,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 860",3.5
O Alquimista,Paulo Coelho,Filosofia,1976,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 892,1.6
A Menina que Roubava Livros,Markus Zusak,Histórico,1913,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 44,4.1
O Hobbit,J. R. R. Tolkien,Fantasia,2007,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 366,3.2
O Hobbit,J. R. R. Tolkien,Fantasia,1907,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 478,4.9
A Arte da Guerra,Sun Tzu,Filosofia,1951,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 893",4.2
A Arte da Guerra,Sun Tzu,Filosofia,2019,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 383",3.9
Dom Quixote,Miguel de Cervantes,Clássico,1984,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 407,2.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1919,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 917",3.2
O Código Da Vinci,Dan Brown,Mistério,2006,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 635,1.4
O Senhor das Moscas,William Golding,Aventura,1931,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 826,4.3
A Arte da Guerra,Sun Tzu,Filosofia,1956,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 387",2.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1966,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 798,3.2
O Lobo da Estepe,Hermann Hesse,Psicológico,1956,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 454,3.3
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1902,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 123",4.0
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1954,Uma história filosófica sobre um menino e suas aventuras. Variado 466,4.1
A Revolução dos Bichos,George Orwell,Fábula,1960,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 353,2.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1981,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 387",2.5
A Culpa é das Estrelas,John Green,Romance,1950,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 64",2.5
O Senhor das Moscas,William Golding,Aventura,1970,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 90,4.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2000,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 784",1.6
O Milagre da Manhã,Hal Elrod,Autoajuda,1900,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 162,2.0
O Senhor das Moscas,William Golding,Aventura,1998,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 736,2.6
O Alquimista,Paulo Coelho,Filosofia,1936,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 122,1.8
O Alquimista,Paulo Coelho,Filosofia,1947,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 923,1.8
A Guerra dos Tronos,George R. R. Martin,Fantasia,1931,"Em um reino medieval, várias famílias brigam pelo poder. Variado 23",2.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1913,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 483,2.6
O Rei Leão,Roger Allers,Infantil,1960,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 566",4.4
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2022,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 462",2.2
O Senhor das Moscas,William Golding,Aventura,1965,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 667,4.5
A Arte da Guerra,Sun Tzu,Filosofia,1932,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 926",2.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1981,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 749,4.0
O Hobbit,J. R. R. Tolkien,Fantasia,1979,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 100,4.6
O Código Da Vinci,Dan Brown,Mistério,1907,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 91,4.2
O Lobo da Estepe,Hermann Hesse,Psicológico,1962,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 316,4.2
O Hobbit,J. R. R. Tolkien,Fantasia,1997,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 618,2.1
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1960,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 226,1.5
O Rei Leão,Roger Allers,Infantil,1990,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 807",4.5
A Culpa é das Estrelas,John Green,Romance,1934,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 222",2.7
O Senhor das Moscas,William Golding,Aventura,2010,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 933,2.4
1984,George Orwell,Distopia,1981,Um regime totalitário vigia tudo e todos. Variado 507,3.9
O Alquimista,Paulo Coelho,Filosofia,1986,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 835,1.5
O Alquimista,Paulo Coelho,Filosofia,1915,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 465,4.2
O Alquimista,Paulo Coelho,Filosofia,2016,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 661,2.9
O Alquimista,Paulo Coelho,Filosofia,1970,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 885,1.4
O Alquimista,Paulo Coelho,Filosofia,1915,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 136,2.2
O Código Da Vinci,Dan Brown,Mistério,2022,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 832,1.2
O Código Da Vinci,Dan Brown,Mistério,1929,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 187,1.1
O Rei Leão,Roger Allers,Infantil,2000,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 735",3.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1947,Uma história filosófica sobre um menino e suas aventuras. Variado 723,3.3
A Revolução dos Bichos,George Orwell,Fábula,1990,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 183,4.2
O Lobo da Estepe,Hermann Hesse,Psicológico,1980,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 58,1.6
A Arte da Guerra,Sun Tzu,Filosofia,1999,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 618",2.3
O Lobo da Estepe,Hermann Hesse,Psicológico,1912,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 789,2.7
O Hobbit,J. R. R. Tolkien,Fantasia,1921,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 157,3.3
O Milagre da Manhã,Hal Elrod,Autoajuda,1988,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 183,3.5
A Revolução dos Bichos,George Orwell,Fábula,2014,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 960,3.7
A Arte da Guerra,Sun Tzu,Filosofia,2003,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 967",1.3
O Lobo da Estepe,Hermann Hesse,Psicológico,1951,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 63,3.5
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1936,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 323,4.2
O Alquimista,Paulo Coelho,Filosofia,1908,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 477,4.7
O Lobo da Estepe,Hermann Hesse,Psicológico,1938,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 214,1.5
A Culpa é das Estrelas,John Green,Romance,1992,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 341",1.9
O Milagre da Manhã,Hal Elrod,Autoajuda,1935,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 727,3.0
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2012,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 484",2.9
O Rei Leão,Roger Allers,Infantil,1930,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 156",3.4
