Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
O Alquimista,Paulo Coelho,Filosofia,1948,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 795,2.9
O Hobbit,J. R. R. Tolkien,Fantasia,1903,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 953,1.7
O Hobbit,J. R. R. Tolkien,Fantasia,1981,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 306,3.0
O Milagre da Manhã,Hal Elrod,Autoajuda,1964,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 682,2.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1910,A jornada de Frodo para destruir o anel poderoso. Variado 716,1.3
O Milagre da Manhã,Hal Elrod,Autoajuda,2024,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 666,1.5
O Alquimista,Paulo Coelho,Filosofia,1921,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 682,1.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1900,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 103,2.8
A Revolução dos Bichos,George Orwell,Fábula,1976,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 755,1.5
O Hobbit,J. R. R. Tolkien,Fantasia,1955,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 846,4.0
Dom Quixote,Miguel de Cervantes,Clássico,2024,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 4,2.3
A Guerra dos Tronos,George R. R. Martin,Fantasia,1955,"Em um reino medieval, várias famílias brigam pelo poder. Variado 41",1.4
O Rei Leão,Roger Allers,Infantil,1947,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 213",3.7
O Hobbit,J. R. R. Tolkien,Fantasia,1940,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 14,2.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2006,A jornada de Frodo para destruir o anel poderoso. Variado 693,3.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2008,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 898",2.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1907,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 210",3.3
O Rei Leão,Roger Allers,Infantil,1917,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 555",4.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1995,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 739,3.4
O Lobo da Estepe,Hermann Hesse,Psicológico,1916,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 908,1.0
A Culpa é das Estrelas,John Green,Romance,1965,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 752",3.0
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1992,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 227,3.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1967,"Em um reino medieval, várias famílias brigam pelo poder. Variado 1",4.8
O Lobo da Estepe,Hermann Hesse,Psicológico,1984,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 632,4.8
Dom Quixote,Miguel de Cervantes,Clássico,1997,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 997,4.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1984,A jornada de Frodo para destruir o anel poderoso. Variado 62,4.8
O Hobbit,J. R. R. Tolkien,Fantasia,1978,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 673,4.7
O Milagre da Manhã,Hal Elrod,Autoajuda,1967,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 721,1.6
A Revolução dos Bichos,George Orwell,Fábula,1967,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 365,4.9
Dom Quixote,Miguel de Cervantes,Clássico,1979,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 983,2.7
1984,George Orwell,Distopia,2018,Um regime totalitário vigia tudo e todos. Variado 801,1.1
O Rei Leão,Roger Allers,Infantil,1965,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 777",2.2
A Arte da Guerra,Sun Tzu,Filosofia,1902,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 718",2.6
Dom Quixote,Miguel de Cervantes,Clássico,1993,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 720,2.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1974,"Em um reino medieval, várias famílias brigam pelo poder. Variado 744",4.9
O Rei Leão,Roger Allers,Infantil,1995,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 433",4.4
A Menina que Roubava Livros,Markus Zusak,Histórico,1982,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 208,1.2
A Guerra dos Tronos,George R. R. Martin,Fantasia,1951,"Em um reino medieval, várias famílias brigam pelo poder. Variado 970",1.3
O Milagre da Manhã,Hal Elrod,Autoajuda,2018,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 299,2.1
O Senhor das Moscas,William Golding,Aventura,1922,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 301,2.2
1984,George Orwell,Distopia,1909,Um regime totalitário vigia tudo e todos. Variado 838,4.2
Dom Quixote,Miguel de Cervantes,Clássico,1929,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 798,3.2
A Revolução dos Bichos,George Orwell,Fábula,1925,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 819,2.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1915,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 817,3.5
O Senhor das Moscas,William Golding,Aventura,1978,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 794,3.0
A Arte da Guerra,Sun Tzu,Filosofia,1980,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 311",4.9
O Código Da Vinci,Dan Brown,Mistério,1994,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 875,4.4
A Arte da Guerra,Sun Tzu,Filosofia,2006,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 242",4.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1952,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 756,4.4
O Hobbit,J. R. R. Tolkien,Fantasia,2000,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 54,2.9
O Alquimista,Paulo Coelho,Filosofia,1986,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 413,1.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2021,Uma história filosófica sobre um menino e suas aventuras. Variado 696,1.4
O Hobbit,J. R. R. Tolkien,Fantasia,1972,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 154,2.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2024,A jornada de Frodo para destruir o anel poderoso. Variado 823,1.2
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1925,Uma história filosófica sobre um menino e suas aventuras. Variado 899,3.2
A Revolução dos Bichos,George Orwell,Fábula,1907,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 949,3.4
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1959,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 755,1.9
A Guerra dos Tronos,George R. R. Martin,Fantasia,2010,"Em um reino medieval, várias famílias brigam pelo poder. Variado 532",4.3
O Alquimista,Paulo Coelho,Filosofia,1982,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 441,4.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1927,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 720",2.9
O Milagre da Manhã,Hal Elrod,Autoajuda,1980,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 804,4.0
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1959,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 854,3.3
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1988,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 137,4.1
A Revolução dos Bichos,George Orwell,Fábula,1969,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 292,3.9
A Menina que Roubava Livros,Markus Zusak,Histórico,1929,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 394,3.0
Dom Quixote,Miguel de Cervantes,Clássico,1971,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 864,2.4
O Lobo da Estepe,Hermann Hesse,Psicológico,1907,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 810,4.5
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2021,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 835,1.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1943,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 712,2.9
O Senhor das Moscas,William Golding,Aventura,1963,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 75,4.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1930,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 728,2.3
A Revolução dos Bichos,George Orwell,Fábula,1970,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 522,2.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1946,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 640",1.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1934,Uma história filosófica sobre um menino e suas aventuras. Variado 77,1.7
1984,George Orwell,Distopia,2020,Um regime totalitário vigia tudo e todos. Variado 89,2.6
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1962,Uma história filosófica sobre um menino e suas aventuras. Variado 557,4.7
O Hobbit,J. R. R. Tolkien,Fantasia,1980,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 783,4.3
1984,George Orwell,Distopia,2011,Um regime totalitário vigia tudo e todos. Variado 230,1.9
O Rei Leão,Roger Allers,Infantil,1914,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 407",4.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1913,"Em um reino medieval, várias famílias brigam pelo poder. Variado 643",1.8
Dom Quixote,Miguel de Cervantes,Clássico,1901,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 346,4.9
A Menina que Roubava Livros,Markus Zusak,Histórico,1986,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 806,3.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1905,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 696,2.9
O Lobo da Estepe,Hermann Hesse,Psicológico,1993,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 765,2.9
A Guerra dos Tronos,George R. R. Martin,Fantasia,1996,"Em um reino medieval, várias famílias brigam pelo poder. Variado 336",4.2
A Arte da Guerra,Sun Tzu,Filosofia,1999,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 665",2.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1997,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 77,4.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1980,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 644,4.5
Dom Quixote,Miguel de Cervantes,Clássico,1932,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 140,4.5
O Hobbit,J. R. R. Tolkien,Fantasia,1967,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 563,4.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1972,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 429,3.3
A Menina que Roubava Livros,Markus Zusak,Histórico,1925,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 415,1.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1988,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 289,1.9
O Alquimista,Paulo Coelho,Filosofia,1953,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 41,4.2
O Hobbit,J. R. R. Tolkien,Fantasia,1996,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 377,1.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1979,"Em um reino medieval, várias famílias brigam pelo poder. Variado 571",4.2
O Alquimista,Paulo Coelho,Filosofia,1958,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 688,4.7
A Menina que Roubava Livros,Markus Zusak,Histórico,2017,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 25,2.2
O Código Da Vinci,Dan Brown,Mistério,1946,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 390,4.2
O Alquimista,Paulo Coelho,Filosofia,1949,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 182,4.9
A Revolução dos Bichos,George Orwell,Fábula,1946,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 476,1.1
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1925,A jornada de Frodo para destruir o anel poderoso. Variado 661,3.2
O Lobo da Estepe,Hermann Hesse,Psicológico,2012,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 535,1.5
A Arte da Guerra,Sun Tzu,Filosofia,1935,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 767",2.8
O Milagre da Manhã,Hal Elrod,Autoajuda,1930,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 967,3.3
Dom Quixote,Miguel de Cervantes,Clássico,1926,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 299,4.9
O Lobo da Estepe,Hermann Hesse,Psicológico,1998,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 607,3.1
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1925,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 664",4.5
1984,George Orwell,Distopia,2015,Um regime totalitário vigia tudo e todos. Variado 796,2.4
A Arte da Guerra,Sun Tzu,Filosofia,2019,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 727",1.7
A Menina que Roubava Livros,Markus Zusak,Histórico,1935,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 281,1.7
A Culpa é das Estrelas,John Green,Romance,1945,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 435",1.8
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1973,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 872",2.8
A Revolução dos Bichos,George Orwell,Fábula,1981,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 798,4.7
O Hobbit,J. R. R. Tolkien,Fantasia,2016,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 252,3.7
O Hobbit,J. R. R. Tolkien,Fantasia,1953,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 658,1.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1977,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 695,2.9
1984,George Orwell,Distopia,1960,Um regime totalitário vigia tudo e todos. Variado 779,4.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2022,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 664",4.5
O Senhor das Moscas,William Golding,Aventura,2022,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 577,4.9
O Alquimista,Paulo Coelho,Filosofia,1997,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 135,2.2
A Arte da Guerra,Sun Tzu,Filosofia,1936,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 646",2.8
A Revolução dos Bichos,George Orwell,Fábula,1980,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 75,3.8
O Alquimista,Paulo Coelho,Filosofia,1975,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 673,1.1
O Alquimista,Paulo Coelho,Filosofia,1942,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 426,2.6
O Lobo da Estepe,Hermann Hesse,Psicológico,2009,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 664,4.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1961,A jornada de Frodo para destruir o anel poderoso. Variado 445,1.7
A Arte da Guerra,Sun Tzu,Filosofia,2015,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 351",2.6
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1966,Uma história filosófica sobre um menino e suas aventuras. Variado 379,4.7
O Lobo da Estepe,Hermann Hesse,Psicológico,1982,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 835,3.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1904,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 141",3.5
O Alquimista,Paulo Coelho,Filosofia,1987,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 498,3.4
A Arte da Guerra,Sun Tzu,Filosofia,1939,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 722",2.5
Dom Quixote,Miguel de Cervantes,Clássico,1973,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 877,2.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1909,"Em um reino medieval, várias famílias brigam pelo poder. Variado 416",2.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1989,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 754,3.1
O Senhor das Moscas,William Golding,Aventura,1991,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 500,4.7
A Arte da Guerra,Sun Tzu,Filosofia,1999,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 9",3.4
O Senhor das Moscas,William Golding,Aventura,1905,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 751,1.5
Dom Quixote,Miguel de Cervantes,Clássico,1984,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 407,2.6
A Arte da Guerra,Sun Tzu,Filosofia,1983,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 718",1.6
O Hobbit,J. R. R. Tolkien,Fantasia,1976,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 207,3.7
A Menina que Roubava Livros,Markus Zusak,Histórico,2016,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 419,1.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1951,A jornada de Frodo para destruir o anel poderoso. Variado 817,2.4
1984,George Orwell,Distopia,1940,Um regime totalitário vigia tudo e todos. Variado 937,3.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1935,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 269",4.0
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1941,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 411",1.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1965,A jornada de Frodo para destruir o anel poderoso. Variado 946,1.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2014,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 881",2.7
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1926,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 192",1.3
A Guerra dos Tronos,George R. R. Martin,Fantasia,1965,"Em um reino medieval, várias famílias brigam pelo poder. Variado 623",3.4
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1923,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 55",4.0
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1946,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 639,3.4
O Alquimista,Paulo Coelho,Filosofia,1939,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 516,4.1
A Menina que Roubava Livros,Markus Zusak,Histórico,2021,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 281,3.8
1984,George Orwell,Distopia,1958,Um regime totalitário vigia tudo e todos. Variado 338,3.4
O Alquimista,Paulo Coelho,Filosofia,1982,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 724,2.4
A Culpa é das Estrelas,John Green,Romance,1949,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 283",4.0
O Rei Leão,Roger Allers,Infantil,1983,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 879",1.2
A Culpa é das Estrelas,John Green,Romance,1927,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 245",4.1
A Arte da Guerra,Sun Tzu,Filosofia,1903,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 983",1.9
A Culpa é das Estrelas,John Green,Romance,1901,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 986",3.1
O Alquimista,Paulo Coelho,Filosofia,2006,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 129,4.8
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1932,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 549",3.2
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1973,Uma história filosófica sobre um menino e suas aventuras. Variado 977,2.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1996,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 401,2.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1980,A jornada de Frodo para destruir o anel poderoso. Variado 748,3.0
A Menina que Roubava Livros,Markus Zusak,Histórico,1990,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 804,3.9
A Arte da Guerra,Sun Tzu,Filosofia,1961,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 781",3.8
A Menina que Roubava Livros,Markus Zusak,Histórico,1940,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 792,1.9
A Arte da Guerra,Sun Tzu,Filosofia,1929,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 276",4.1
1984,George Orwell,Distopia,1906,Um regime totalitário vigia tudo e todos. Variado 953,3.4
A Menina que Roubava Livros,Markus Zusak,Histórico,2019,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 264,4.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1901,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 152,2.8
A Guerra dos Tronos,George R. R. Martin,Fantasia,1996,"Em um reino medieval, várias famílias brigam pelo poder. Variado 980",2.4
A Guerra dos Tronos,George R. R. Martin,Fantasia,1985,"Em um reino medieval, várias famílias brigam pelo poder. Variado 265",3.7
O Hobbit,J. R. R. Tolkien,Fantasia,1950,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 34,4.2
Dom Quixote,Miguel de Cervantes,Clássico,1944,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 57,4.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1971,A jornada de Frodo para destruir o anel poderoso. Variado 326,3.7
O Rei Leão,Roger Allers,Infantil,1942,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 956",2.9
O Código Da Vinci,Dan Brown,Mistério,1964,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 436,4.9
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1974,Uma história filosófica sobre um menino e suas aventuras. Variado 525,2.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1934,A jornada de Frodo para destruir o anel poderoso. Variado 558,2.3
O Senhor das Moscas,William Golding,Aventura,1956,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 261,3.0
Dom Quixote,Miguel de Cervantes,Clássico,2014,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 131,2.3
A Revolução dos Bichos,George Orwell,Fábula,1976,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 478,2.7
O Alquimista,Paulo Coelho,Filosofia,1915,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 268,1.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1969,"Em um reino medieval, várias famílias brigam pelo poder. Variado 862",4.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1976,Uma história filosófica sobre um menino e suas aventuras. Variado 774,4.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2002,A jornada de Frodo para destruir o anel poderoso. Variado 133,2.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1949,Uma história filosófica sobre um menino e suas aventuras. Variado 721,3.8
O Senhor das Moscas,William Golding,Aventura,2002,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 629,4.7
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1970,A jornada de Frodo para destruir o anel poderoso. Variado 966,4.0
A Culpa é das Estrelas,John Green,Romance,1912,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 296",2.3
O Senhor das Moscas,William Golding,Aventura,1936,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 145,3.1
A Culpa é das Estrelas,John Green,Romance,2001,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 801",2.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2001,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 881",1.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1939,Uma história filosófica sobre um menino e suas aventuras. Variado 493,2.4
O Milagre da Manhã,Hal Elrod,Autoajuda,1986,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 420,4.0
O Lobo da Estepe,Hermann Hesse,Psicológico,1965,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 21,3.9
O Código Da Vinci,Dan Brown,Mistério,1914,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 391,2.4
O Código Da Vinci,Dan Brown,Mistério,1905,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 200,4.0
Dom Quixote,Miguel de Cervantes,Clássico,1978,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 212,2.7
O Alquimista,Paulo Coelho,Filosofia,1915,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 656,1.8
A Arte da Guerra,Sun Tzu,Filosofia,1957,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 879",4.4
O Senhor das Moscas,William Golding,Aventura,1915,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 254,5.0
O Milagre da Manhã,Hal Elrod,Autoajuda,1919,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 891,4.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1908,A jornada de Frodo para destruir o anel poderoso. Variado 170,4.1
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1917,Uma história filosófica sobre um menino e suas aventuras. Variado 875,3.6
O Hobbit,J. R. R. Tolkien,Fantasia,1938,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 304,4.4
A Culpa é das Estrelas,John Green,Romance,1997,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 42",3.3
